 		 # x 		 u(x) 
 	 2.000000000000000e+00 	 1.000000000000000e+00 
 	 2.020000000000000e+00 	 9.944914598688410e-01 
 	 2.040000000000000e+00 	 9.893340691209198e-01 
 	 2.060000000000000e+00 	 9.845277538018136e-01 
 	 2.080000000000000e+00 	 9.800738710555880e-01 
 	 2.100000000000000e+00 	 9.759753426837270e-01 
 	 2.120000000000000e+00 	 9.722368123921893e-01 
 	 2.140000000000000e+00 	 9.688648304660163e-01 
 	 2.160000000000000e+00 	 9.658680702788777e-01 
 	 2.180000000000000e+00 	 9.632575818377962e-01 
 	 2.200000000000000e+00 	 9.610470885059037e-01 
 	 2.220000000000000e+00 	 9.592533341683672e-01 
 	 2.240000000000000e+00 	 9.578964894449326e-01 
 	 2.260000000000000e+00 	 9.570006271508552e-01 
 	 2.280000000000000e+00 	 9.565942791197727e-01 
 	 2.300000000000000e+00 	 9.567110887923326e-01 
 	 2.320000000000000e+00 	 9.573905767222950e-01 
 	 2.340000000000000e+00 	 9.586790394539617e-01 
 	 2.360000000000000e+00 	 9.606306061991704e-01 
 	 2.380000000000000e+00 	 9.633084825331506e-01 
 	 2.400000000000000e+00 	 9.667864161132598e-01 
 	 2.420000000000000e+00 	 9.711504264203286e-01 
 	 2.440000000000000e+00 	 9.765008489962340e-01 
 	 2.460000000000000e+00 	 9.829547549324579e-01 
 	 2.480000000000000e+00 	 9.906488188587623e-01 
 	 2.500000000000000e+00 	 9.997427238903439e-01 
 	 2.520000000000000e+00 	 1.010423210536820e+00 
 	 2.540000000000000e+00 	 1.022908899226922e+00 
 	 2.560000000000000e+00 	 1.037456043814843e+00 
 	 2.580000000000000e+00 	 1.054365407397137e+00 
 	 2.600000000000000e+00 	 1.073990493464940e+00 
 	 2.620000000000000e+00 	 1.096747416695351e+00 
 	 2.640000000000000e+00 	 1.123126760861770e+00 
 	 2.660000000000000e+00 	 1.153707849314422e+00 
 	 2.680000000000000e+00 	 1.189175949886967e+00 
 	 2.700000000000000e+00 	 1.230343055496469e+00 
 	 2.720000000000000e+00 	 1.278173029882766e+00 
 	 2.740000000000000e+00 	 1.333812092148287e+00 
 	 2.760000000000000e+00 	 1.398625843199992e+00 
 	 2.780000000000000e+00 	 1.474244323499838e+00 
 	 2.800000000000000e+00 	 1.562616949467209e+00 
 	 2.820000000000000e+00 	 1.666079624221128e+00 
 	 2.840000000000000e+00 	 1.787436881016295e+00 
 	 2.860000000000000e+00 	 1.930062625234328e+00 
 	 2.880000000000000e+00 	 2.098023932164171e+00 
 	 2.900000000000000e+00 	 2.296233483039664e+00 
 	 2.920000000000000e+00 	 2.530637645077502e+00 
 	 2.940000000000000e+00 	 2.808449005126077e+00 
 	 2.960000000000000e+00 	 3.138434457388093e+00 
 	 2.980000000000000e+00 	 3.531272860915964e+00 
 	 3.000000000000000e+00 	 4.000000000000000e+00 
