tiempo (s) 		 NEURONA 1 		 NEURONA 2 		 NEURONA 3 
0.000000 	 1.000000000000000e+00 	 0.000000000000000e+00 	 0.000000000000000e+00 
0.100000 	 1.947567267635730e+01 	 7.726067510295682e+00 	 1.225843613252033e+01 
0.200000 	 1.597854091889108e+01 	 2.248489953482872e+01 	 3.862767469010548e+01 
0.300000 	 3.682410226618001e+01 	 2.022828849596544e+01 	 6.539803348163883e+01 
0.400000 	 4.310849545652243e+01 	 1.994135301906477e+01 	 8.673658676236943e+01 
0.500000 	 4.708476845231644e+01 	 2.010079416081420e+01 	 1.008299344978488e+02 
0.600000 	 5.078122010480684e+01 	 2.021994332261844e+01 	 1.139140632305923e+02 
0.700000 	 5.556728559640812e+01 	 1.996071050933219e+01 	 1.305277687028753e+02 
0.800000 	 5.835834565564138e+01 	 2.011853029871762e+01 	 1.404608367838225e+02 
0.900000 	 6.097690811708475e+01 	 2.023775222771567e+01 	 1.497571765077336e+02 
1.000000 	 6.479336699485017e+01 	 1.997708647636060e+01 	 1.629624198854954e+02 
1.100000 	 6.670795169586569e+01 	 2.013334994389803e+01 	 1.698142039700937e+02 
1.200000 	 6.853379522963806e+01 	 2.025103824171627e+01 	 1.763236090125351e+02 
1.300000 	 7.163246650812765e+01 	 1.998908059369764e+01 	 1.870054277925819e+02 
1.400000 	 7.289733648164220e+01 	 2.014420468982795e+01 	 1.915731252192455e+02 
1.500000 	 7.413513158222797e+01 	 2.026087627757330e+01 	 1.960152443330507e+02 
1.600000 	 7.670166282713377e+01 	 1.999798734852665e+01 	 2.048263144299015e+02 
1.700000 	 7.748495918101622e+01 	 2.015226529513360e+01 	 2.077010277276255e+02 
1.800000 	 7.828693649894913e+01 	 2.026816950154236e+01 	 2.106110172162850e+02 
1.900000 	 8.045904774720911e+01 	 2.000458734159796e+01 	 2.180354937600650e+02 
2.000000 	 8.088539253023596e+01 	 2.015823828974169e+01 	 2.196553350100005e+02 
2.100000 	 8.136432796342891e+01 	 2.027357524421976e+01 	 2.214296629332183e+02 
2.200000 	 8.324408685730999e+01 	 2.000947958082215e+01 	 2.278263675864886e+02 
