100 3.12885e-10
102 2.89058e-10
104 2.67456e-10
106 2.47835e-10
108 2.29981e-10
110 2.13706e-10
112 1.98845e-10
114 1.85255e-10
116 1.72805e-10
118 1.61384e-10
120 1.50891e-10
122 1.41238e-10
124 1.32344e-10
126 1.24139e-10
128 1.1656e-10
130 1.09551e-10
132 1.03061e-10
134 9.70448e-11
136 9.1461e-11
138 8.62732e-11
140 8.1448e-11
142 7.69554e-11
144 7.27683e-11
146 6.88623e-11
148 6.52148e-11
150 6.18057e-11
152 5.86164e-11
154 5.56303e-11
156 5.28318e-11
158 5.02072e-11
160 4.77435e-11
162 4.5429e-11
164 4.32533e-11
166 4.12063e-11
168 3.92787e-11
170 3.74627e-11
172 3.57504e-11
174 3.41348e-11
176 3.26096e-11
178 3.11685e-11
180 2.98062e-11
182 2.85175e-11
184 2.72976e-11
186 2.61424e-11
188 2.50475e-11
190 2.40095e-11
192 2.30246e-11
194 2.20897e-11
196 2.12018e-11
198 2.0358e-11
200 1.95559e-11
202 1.87928e-11
204 1.80666e-11
206 1.73751e-11
208 1.67165e-11
210 1.60887e-11
212 1.54901e-11
214 1.4919e-11
216 1.43742e-11
218 1.3854e-11
220 1.3357e-11
222 1.28821e-11
224 1.24281e-11
226 1.19941e-11
228 1.15786e-11
230 1.11812e-11
232 1.08006e-11
234 1.04361e-11
236 1.00868e-11
238 9.75192e-12
240 9.43096e-12
242 9.12304e-12
244 8.82752e-12
246 8.544e-12
248 8.27166e-12
250 8.01012e-12
252 7.75882e-12
254 7.51735e-12
256 7.2852e-12
258 7.06191e-12
260 6.84713e-12
262 6.64038e-12
264 6.44151e-12
266 6.24989e-12
268 6.0654e-12
270 5.88771e-12
272 5.7164e-12
274 5.55134e-12
276 5.39216e-12
278 5.23873e-12
280 5.09059e-12
282 4.94765e-12
284 4.80982e-12
286 4.67668e-12
288 4.54811e-12
290 4.42393e-12
292 4.30403e-12
294 4.18804e-12
296 4.07602e-12
298 3.96774e-12
300 3.86297e-12
302 3.76163e-12
304 3.6636e-12
306 3.56881e-12
308 3.477e-12
310 3.3881e-12
312 3.30205e-12
314 3.2187e-12
316 3.13796e-12
318 3.05983e-12
320 2.98414e-12
322 2.91053e-12
324 2.83945e-12
326 2.77034e-12
328 2.70339e-12
330 2.63847e-12
332 2.57552e-12
334 2.51432e-12
336 2.45501e-12
338 2.39742e-12
340 2.34152e-12
342 2.2872e-12
344 2.23441e-12
346 2.18323e-12
348 2.13343e-12
350 2.08517e-12
352 2.03818e-12
354 1.99249e-12
356 1.948e-12
358 1.90492e-12
360 1.86301e-12
362 1.82213e-12
364 1.78249e-12
366 1.74383e-12
368 1.70614e-12
370 1.66955e-12
372 1.63403e-12
374 1.59928e-12
376 1.56553e-12
378 1.53264e-12
380 1.50066e-12
382 1.46946e-12
384 1.43907e-12
386 1.40951e-12
388 1.38067e-12
390 1.35256e-12
392 1.32508e-12
394 1.29849e-12
396 1.27251e-12
398 1.24709e-12
400 1.22238e-12
402 1.1981e-12
404 1.17464e-12
406 1.15166e-12
408 1.12926e-12
410 1.10728e-12
412 1.08594e-12
414 1.06515e-12
416 1.04489e-12
418 1.02504e-12
420 1.00564e-12
422 9.86683e-13
424 9.68198e-13
426 9.50157e-13
428 9.32476e-13
430 9.15268e-13
432 8.98365e-13
434 8.81989e-13
436 8.65946e-13
438 8.50237e-13
440 8.34832e-13
442 8.19872e-13
444 8.05217e-13
446 7.90867e-13
448 7.76795e-13
450 7.63084e-13
452 7.4965e-13
454 7.36577e-13
456 7.23699e-13
458 7.11126e-13
460 6.98913e-13
462 6.8695e-13
464 6.75071e-13
466 6.6358e-13
468 6.52339e-13
470 6.41209e-13
472 6.30496e-13
474 6.1981e-13
476 6.09568e-13
478 5.99326e-13
480 5.89445e-13
482 5.79758e-13
484 5.70211e-13
