100000 2.9324e-12
100100 3.17271e-12
100200 2.89652e-12
100300 2.97951e-12
100400 2.83065e-12
100500 3.31954e-12
100600 2.914e-12
100700 3.00515e-12
100800 3.0739e-12
100900 2.85696e-12
101000 3.00462e-12
101100 2.87378e-12
101200 3.09297e-12
101300 2.87217e-12
101400 2.78144e-12
101500 2.86499e-12
101600 3.11226e-12
101700 2.83892e-12
101800 2.68435e-12
101900 3.07895e-12
102000 2.69498e-12
102100 3.11673e-12
102200 3.1477e-12
102300 2.79279e-12
102400 2.7861e-12
102500 2.79793e-12
102600 2.66565e-12
102700 3.01956e-12
102800 2.6629e-12
102900 2.58329e-12
103000 3.13724e-12
103100 3.17146e-12
103200 3.00499e-12
103300 3.03998e-12
103400 2.71841e-12
103500 2.96305e-12
103600 2.62754e-12
103700 3.01192e-12
103800 2.54721e-12
103900 3.05683e-12
104000 2.81375e-12
104100 2.63503e-12
104200 2.80501e-12
104300 2.90451e-12
104400 2.57896e-12
104500 2.782e-12
104600 2.82385e-12
104700 2.64014e-12
104800 2.4537e-12
104900 2.70386e-12
105000 2.60539e-12
105100 2.77467e-12
105200 2.94262e-12
105300 2.81467e-12
105400 2.62232e-12
105500 2.51926e-12
105600 2.61152e-12
105700 2.47638e-12
105800 2.90573e-12
105900 2.44638e-12
106000 2.88145e-12
106100 2.52537e-12
106200 2.95916e-12
106300 2.96635e-12
106400 2.64261e-12
106500 2.85236e-12
106600 2.61949e-12
106700 2.89443e-12
106800 2.80309e-12
106900 2.66223e-12
107000 2.61946e-12
107100 2.7976e-12
107200 2.79235e-12
107300 2.39084e-12
107400 2.7584e-12
107500 2.46256e-12
107600 2.90867e-12
107700 2.75441e-12
107800 2.7397e-12
107900 2.74875e-12
108000 2.41743e-12
108100 2.87131e-12
108200 2.52245e-12
108300 2.85005e-12
108400 2.4277e-12
108500 2.56048e-12
108600 2.75632e-12
108700 2.71913e-12
108800 2.45168e-12
108900 2.44174e-12
109000 2.42753e-12
109100 2.42331e-12
109200 2.82419e-12
109300 2.68796e-12
109400 2.74808e-12
109500 2.74697e-12
109600 2.51449e-12
109700 2.55795e-12
109800 2.77511e-12
109900 2.7926e-12
110000 2.72854e-12
110100 2.16605e-12
110200 2.32836e-12
110300 2.45956e-12
110400 2.25051e-12
110500 2.78308e-12
110600 2.72948e-12
110700 2.44751e-12
110800 2.37058e-12
110900 2.66331e-12
111000 2.67558e-12
111100 2.49159e-12
111200 2.40502e-12
111300 2.47788e-12
111400 2.44299e-12
111500 2.35797e-12
111600 2.32217e-12
111700 2.1898e-12
111800 2.57636e-12
111900 2.28156e-12
112000 2.34321e-12
112100 2.55354e-12
112200 2.30083e-12
112300 2.21656e-12
112400 2.34182e-12
112500 2.15539e-12
112600 2.49989e-12
112700 2.5149e-12
112800 2.64691e-12
112900 2.42634e-12
113000 2.25894e-12
113100 2.28778e-12
113200 2.24359e-12
113300 2.17229e-12
113400 2.46458e-12
113500 2.08894e-12
113600 2.40624e-12
113700 2.5083e-12
113800 2.53114e-12
113900 2.26869e-12
114000 2.15919e-12
114100 2.42006e-12
114200 2.44343e-12
114300 2.15777e-12
114400 2.68671e-12
114500 2.48931e-12
114600 2.44285e-12
114700 2.44332e-12
114800 2.62754e-12
114900 2.07473e-12
115000 2.15425e-12
115100 2.43464e-12
115200 2.29347e-12
115300 2.21709e-12
115400 2.54333e-12
115500 2.39786e-12
115600 2.10651e-12
115700 2.58357e-12
