tiempo (s) 		 Metodo Euler 		 Metodo RK2 		 Metodo RK4 
0.000000 	 7.853981633974483e-01 	 7.853981633974483e-01 	 7.853981633974483e-01 
0.010000 	 7.853981633974483e-01 	 7.850514459616621e-01 	 7.850514659988954e-01 
0.020000 	 7.847047285258760e-01 	 7.840114138881215e-01 	 7.840116142893609e-01 
0.030000 	 7.833178587827314e-01 	 7.822787889129055e-01 	 7.822793300458359e-01 
0.040000 	 7.812380351866168e-01 	 7.798547751200605e-01 	 7.798558173346554e-01 
0.050000 	 7.784662207741300e-01 	 7.767410605897305e-01 	 7.767427641556000e-01 
0.060000 	 7.750038622602359e-01 	 7.729398196798062e-01 	 7.729423447178171e-01 
0.070000 	 7.708528923473560e-01 	 7.684537159153252e-01 	 7.684572223218202e-01 
0.080000 	 7.660157326635222e-01 	 7.632859054526058e-01 	 7.632905528145906e-01 
0.090000 	 7.604952973025847e-01 	 7.574400410779489e-01 	 7.574459885776620e-01 
0.100000 	 7.542949969321594e-01 	 7.509202766937078e-01 	 7.509276830010486e-01 
0.110000 	 7.474187434277725e-01 	 7.437312722376399e-01 	 7.437402953890018e-01 
0.120000 	 7.398709549845385e-01 	 7.358781989747563e-01 	 7.358889962368896e-01 
0.130000 	 7.316565616507195e-01 	 7.273667450943913e-01 	 7.273794728120212e-01 
0.140000 	 7.227810112206937e-01 	 7.182031215389929e-01 	 7.182179349650196e-01 
0.150000 	 7.132502754182439e-01 	 7.083940679852011e-01 	 7.084111210924348e-01 
0.160000 	 7.030708562947096e-01 	 6.979468588922068e-01 	 6.979663041657221e-01 
0.170000 	 6.922497927604652e-01 	 6.868693095272048e-01 	 6.868912977365522e-01 
0.180000 	 6.807946671624547e-01 	 6.751697818730360e-01 	 6.751944618237077e-01 
0.190000 	 6.687136118151682e-01 	 6.628571903189051e-01 	 6.628847085826377e-01 
0.200000 	 6.560153153875606e-01 	 6.499410070314363e-01 	 6.499715076551219e-01 
0.210000 	 6.427090290440410e-01 	 6.364312669003356e-01 	 6.364648910935231e-01 
0.220000 	 6.288045722338642e-01 	 6.223385719506427e-01 	 6.223754577518332e-01 
0.230000 	 6.143123380201101e-01 	 6.076740951120363e-01 	 6.077143770342105e-01 
0.240000 	 5.992432978369996e-01 	 5.924495832349622e-01 	 5.924933918910232e-01 
0.250000 	 5.836090055626382e-01 	 5.766773592435510e-01 	 5.767248209526228e-01 
0.260000 	 5.674216007934720e-01 	 5.603703233164308e-01 	 5.604215596922151e-01 
0.270000 	 5.506938112068424e-01 	 5.435419529886741e-01 	 5.435970805113366e-01 
0.280000 	 5.334389538990975e-01 	 5.262063020712833e-01 	 5.262654316446125e-01 
0.290000 	 5.156709355888237e-01 	 5.083779982888582e-01 	 5.084412347847110e-01 
0.300000 	 4.974042515779302e-01 	 4.900722395414198e-01 	 4.901396813337328e-01 
0.310000 	 4.786539833676114e-01 	 4.713047887027945e-01 	 4.713765271937013e-01 
0.320000 	 4.594357948316399e-01 	 4.520919668755020e-01 	 4.521680860163441e-01 
0.330000 	 4.397659268560316e-01 	 4.324506450307092e-01 	 4.325312208409569e-01 
0.340000 	 4.196611903618707e-01 	 4.123982339714837e-01 	 4.124833340587994e-01 
0.350000 	 3.991389576369795e-01 	 3.919526725682588e-01 	 3.920423556531193e-01 
0.360000 	 3.782171519121275e-01 	 3.711324142270346e-01 	 3.712267296754878e-01 
0.370000 	 3.569142351285616e-01 	 3.499564115633039e-01 	 3.500553989315622e-01 
0.380000 	 3.352491938557245e-01 	 3.284440992679097e-01 	 3.285477878625732e-01 
0.390000 	 3.132415233310394e-01 	 3.066153751648956e-01 	 3.067237836226426e-01 
0.400000 	 2.909112096074693e-01 	 2.844905794757555e-01 	 2.846037153663505e-01 
0.410000 	 2.682787098090826e-01 	 2.620904723191984e-01 	 2.622083317756241e-01 
0.420000 	 2.453649305099429e-01 	 2.394362094904338e-01 	 2.395587768698690e-01 
0.430000 	 2.221912042671309e-01 	 2.165493165788965e-01 	 2.166765641581265e-01 
0.440000 	 1.987792643544305e-01 	 1.934516614980831e-01 	 1.935835492067472e-01 
0.450000 	 1.751512177589890e-01 	 1.701654255155794e-01 	 1.703019007104274e-01 
0.460000 	 1.513295165189078e-01 	 1.467130728852349e-01 	 1.468540701682877e-01 
0.470000 	 1.273369274950246e-01 	 1.231173191966003e-01 	 1.232627602797882e-01 
0.480000 	 1.031965006849273e-01 	 9.940109856900754e-02 	 9.955089218749820e-02 
0.490000 	 7.893153620128010e-02 	 7.558752982887036e-02 	 7.574157170489863e-02 
0.500000 	 5.456555004965709e-02 	 5.169988181874733e-02 	 5.185805467733106e-02 
0.510000 	 3.012223885307087e-02 	 2.776153799530953e-02 	 2.792371163277858e-02 
0.520000 	 5.625443681092027e-03 	 3.795960480448578e-03 	 3.961991886240135e-03 
0.530000 	 -1.890088684929781e-02 	 -2.017334626474586e-02 	 -2.000361273306021e-02 
0.540000 	 -4.343273402631877e-02 	 -4.412287196960564e-02 	 -4.394960435858816e-02 
0.550000 	 -6.794604686872883e-02 	 -6.802913711150707e-02 	 -6.785251559243524e-02 
0.560000 	 -9.241678013900620e-02 	 -9.186872932561967e-02 	 -9.168894586487975e-02 
0.570000 	 -1.168209323572430e-01 	 -1.156183394923992e-01 	 -1.154355974736554e-01 
0.580000 	 -1.411345836282726e-01 	 -1.392547973316975e-01 	 -1.390693111322413e-01 
0.590000 	 -1.653339330961351e-01 	 -1.627551063373236e-01 	 -1.625671008614175e-01 
