tiempo (s) 	 Energia teorica 	 Metodo Euler 		 Metodo RK2 		 Metodo RK4 
0.000000 	 2.872301284276943e+00 	 2.872301284276943e+00 	 2.872301284276943e+00 	 2.872301284276943e+00 
0.010000 	 2.872301284276943e+00 	 2.874705543882506e+00 	 2.872301701124472e+00 	 2.872301284248843e+00 
0.020000 	 2.872301284276943e+00 	 2.877111471070817e+00 	 2.872302118212762e+00 	 2.872301284196769e+00 
0.030000 	 2.872301284276943e+00 	 2.879519072774823e+00 	 2.872302534678453e+00 	 2.872301284121121e+00 
0.040000 	 2.872301284276943e+00 	 2.881928368601585e+00 	 2.872302948523914e+00 	 2.872301284022593e+00 
0.050000 	 2.872301284276943e+00 	 2.884339397606102e+00 	 2.872303356651174e+00 	 2.872301283902176e+00 
0.060000 	 2.872301284276943e+00 	 2.886752224845980e+00 	 2.872303754911534e+00 	 2.872301283761143e+00 
0.070000 	 2.872301284276943e+00 	 2.889166947622129e+00 	 2.872304138170601e+00 	 2.872301283601042e+00 
0.080000 	 2.872301284276943e+00 	 2.891583701312342e+00 	 2.872304500388280e+00 	 2.872301283423688e+00 
0.090000 	 2.872301284276943e+00 	 2.894002664706771e+00 	 2.872304834713215e+00 	 2.872301283231145e+00 
0.100000 	 2.872301284276943e+00 	 2.896424064757338e+00 	 2.872305133591013e+00 	 2.872301283025716e+00 
0.110000 	 2.872301284276943e+00 	 2.898848180656810e+00 	 2.872305388885409e+00 	 2.872301282809915e+00 
0.120000 	 2.872301284276943e+00 	 2.901275347167859e+00 	 2.872305592011464e+00 	 2.872301282586452e+00 
0.130000 	 2.872301284276943e+00 	 2.903705957127912e+00 	 2.872305734079625e+00 	 2.872301282358206e+00 
0.140000 	 2.872301284276943e+00 	 2.906140463062087e+00 	 2.872305806049380e+00 	 2.872301282128197e+00 
0.150000 	 2.872301284276943e+00 	 2.908579377844021e+00 	 2.872305798891024e+00 	 2.872301281899551e+00 
0.160000 	 2.872301284276943e+00 	 2.911023274353069e+00 	 2.872305703753857e+00 	 2.872301281675475e+00 
0.170000 	 2.872301284276943e+00 	 2.913472784086129e+00 	 2.872305512138991e+00 	 2.872301281459210e+00 
0.180000 	 2.872301284276943e+00 	 2.915928594693365e+00 	 2.872305216074698e+00 	 2.872301281253992e+00 
0.190000 	 2.872301284276943e+00 	 2.918391446419254e+00 	 2.872304808292105e+00 	 2.872301281063018e+00 
0.200000 	 2.872301284276943e+00 	 2.920862127443749e+00 	 2.872304282398825e+00 	 2.872301280889388e+00 
0.210000 	 2.872301284276943e+00 	 2.923341468132771e+00 	 2.872303633048011e+00 	 2.872301280736067e+00 
0.220000 	 2.872301284276943e+00 	 2.925830334222730e+00 	 2.872302856100148e+00 	 2.872301280605828e+00 
0.230000 	 2.872301284276943e+00 	 2.928329618980128e+00 	 2.872301948774862e+00 	 2.872301280501216e+00 
0.240000 	 2.872301284276943e+00 	 2.930840234394308e+00 	 2.872300909789888e+00 	 2.872301280424489e+00 
0.250000 	 2.872301284276943e+00 	 2.933363101478992e+00 	 2.872299739484441e+00 	 2.872301280377571e+00 
0.260000 	 2.872301284276943e+00 	 2.935899139775977e+00 	 2.872298439924164e+00 	 2.872301280362012e+00 
0.270000 	 2.872301284276943e+00 	 2.938449256172045e+00 	 2.872297014985002e+00 	 2.872301280378941e+00 
0.280000 	 2.872301284276943e+00 	 2.941014333157347e+00 	 2.872295470413489e+00 	 2.872301280429030e+00 
0.290000 	 2.872301284276943e+00 	 2.943595216669991e+00 	 2.872293813861168e+00 	 2.872301280512464e+00 
0.300000 	 2.872301284276943e+00 	 2.946192703686693e+00 	 2.872292054891137e+00 	 2.872301280628911e+00 
0.310000 	 2.872301284276943e+00 	 2.948807529732953e+00 	 2.872290204955128e+00 	 2.872301280777504e+00 
0.320000 	 2.872301284276943e+00 	 2.951440356497612e+00 	 2.872288277339886e+00 	 2.872301280956833e+00 
0.330000 	 2.872301284276943e+00 	 2.954091759745628e+00 	 2.872286287082180e+00 	 2.872301281164949e+00 
0.340000 	 2.872301284276943e+00 	 2.956762217728852e+00 	 2.872284250852244e+00 	 2.872301281399363e+00 
0.350000 	 2.872301284276943e+00 	 2.959452100297291e+00 	 2.872282186806110e+00 	 2.872301281657075e+00 
0.360000 	 2.872301284276943e+00 	 2.962161658912362e+00 	 2.872280114407864e+00 	 2.872301281934604e+00 
0.370000 	 2.872301284276943e+00 	 2.964891017758717e+00 	 2.872278054223525e+00 	 2.872301282228032e+00 
0.380000 	 2.872301284276943e+00 	 2.967640166142284e+00 	 2.872276027688897e+00 	 2.872301282533051e+00 
0.390000 	 2.872301284276943e+00 	 2.970408952348845e+00 	 2.872274056854362e+00 	 2.872301282845029e+00 
0.400000 	 2.872301284276943e+00 	 2.973197079120215e+00 	 2.872272164110219e+00 	 2.872301283159090e+00 
0.410000 	 2.872301284276943e+00 	 2.976004100883451e+00 	 2.872270371896701e+00 	 2.872301283470180e+00 
0.420000 	 2.872301284276943e+00 	 2.978829422843363e+00 	 2.872268702403332e+00 	 2.872301283773167e+00 
0.430000 	 2.872301284276943e+00 	 2.981672302019688e+00 	 2.872267177262629e+00 	 2.872301284062923e+00 
0.440000 	 2.872301284276943e+00 	 2.984531850278661e+00 	 2.872265817243568e+00 	 2.872301284334425e+00 
0.450000 	 2.872301284276943e+00 	 2.987407039374481e+00 	 2.872264641950301e+00 	 2.872301284582846e+00 
0.460000 	 2.872301284276943e+00 	 2.990296707980399e+00 	 2.872263669531785e+00 	 2.872301284803653e+00 
