0  1
0.015708  0.999877 0.1
0.0314159  0.999507 0.1
0.0471239  0.99889 0.1
0.0628319  0.998027 0.1
0.0785398  0.996917 0.1
0.0942478  0.995562 0.1
0.109956  0.993961 0.1
0.125664  0.992115 0.1
0.141372  0.990024 0.1
0.15708  0.987688 0.1
