0  1
0.015708  0.999877
0.0314159  0.999507
0.0471239  0.99889
0.0628319  0.998027
0.0785398  0.996917
0.0942478  0.995562
0.109956  0.993961
0.125664  0.992115
0.141372  0.990024
0.15708  0.987688
0.172788  0.985109
0.188496  0.982287
0.204204  0.979223
0.219911  0.975917
0.235619  0.97237
0.251327  0.968583
0.267035  0.964557
0.282743  0.960294
0.298451  0.955793
0.314159  0.951057
0.329867  0.946085
0.345575  0.940881
0.361283  0.935444
0.376991  0.929776
0.392699  0.92388
0.408407  0.917755
0.424115  0.911403
0.439823  0.904827
0.455531  0.898028
0.471239  0.891007
0.486947  0.883766
0.502655  0.876307
0.518363  0.868632
0.534071  0.860742
0.549779  0.85264
0.565487  0.844328
0.581195  0.835807
0.596903  0.827081
0.612611  0.81815
0.628319  0.809017
0.644026  0.799685
0.659734  0.790155
0.675442  0.78043
0.69115  0.770513
0.706858  0.760406
0.722566  0.750111
0.738274  0.739631
0.753982  0.728969
0.76969  0.718126
0.785398  0.707107
0.801106  0.695913
0.816814  0.684547
0.832522  0.673013
0.84823  0.661312
0.863938  0.649448
0.879646  0.637424
0.895354  0.625243
0.911062  0.612907
0.92677  0.60042
0.942478  0.587785
0.958186  0.575005
0.973894  0.562083
0.989602  0.549023
1.00531  0.535827
1.02102  0.522499
1.03673  0.509041
1.05243  0.495459
1.06814  0.481754
1.08385  0.46793
1.09956  0.45399
1.11527  0.439939
1.13097  0.425779
1.14668  0.411514
1.16239  0.397148
1.1781  0.382683
1.19381  0.368125
1.20951  0.353475
1.22522  0.338738
1.24093  0.323917
1.25664  0.309017
1.27235  0.29404
1.28805  0.278991
1.30376  0.263873
1.31947  0.24869
1.33518  0.233445
1.35088  0.218143
1.36659  0.202787
1.3823  0.187381
1.39801  0.171929
1.41372  0.156434
1.42942  0.140901
1.44513  0.125333
1.46084  0.109734
1.47655  0.0941083
1.49226  0.0784591
1.50796  0.0627905
1.52367  0.0471065
1.53938  0.0314108
1.55509  0.0157073
1.5708  0
1.5865  -0.0157073
1.60221  -0.0314108
1.61792  -0.0471065
1.63363  -0.0627905
1.64934  -0.0784591
1.66504  -0.0941083
1.68075  -0.109734
1.69646  -0.125333
1.71217  -0.140901
1.72788  -0.156434
1.74358  -0.171929
1.75929  -0.187381
1.775  -0.202787
1.79071  -0.218143
1.80642  -0.233445
1.82212  -0.24869
1.83783  -0.263873
1.85354  -0.278991
1.86925  -0.29404
1.88496  -0.309017
1.90066  -0.323917
1.91637  -0.338738
1.93208  -0.353475
1.94779  -0.368125
1.9635  -0.382683
1.9792  -0.397148
1.99491  -0.411514
2.01062  -0.425779
2.02633  -0.439939
2.04204  -0.45399
2.05774  -0.46793
2.07345  -0.481754
2.08916  -0.495459
2.10487  -0.509041
2.12058  -0.522499
2.13628  -0.535827
2.15199  -0.549023
2.1677  -0.562083
2.18341  -0.575005
2.19911  -0.587785
2.21482  -0.60042
2.23053  -0.612907
2.24624  -0.625243
2.26195  -0.637424
2.27765  -0.649448
2.29336  -0.661312
2.30907  -0.673013
2.32478  -0.684547
2.34049  -0.695913
2.35619  -0.707107
2.3719  -0.718126
2.38761  -0.728969
2.40332  -0.739631
2.41903  -0.750111
2.43473  -0.760406
2.45044  -0.770513
2.46615  -0.78043
2.48186  -0.790155
2.49757  -0.799685
2.51327  -0.809017
2.52898  -0.81815
2.54469  -0.827081
2.5604  -0.835807
2.57611  -0.844328
2.59181  -0.85264
2.60752  -0.860742
2.62323  -0.868632
2.63894  -0.876307
2.65465  -0.883766
2.67035  -0.891007
2.68606  -0.898028
2.70177  -0.904827
2.71748  -0.911403
2.73319  -0.917755
2.74889  -0.92388
2.7646  -0.929776
2.78031  -0.935444
2.79602  -0.940881
2.81173  -0.946085
2.82743  -0.951057
2.84314  -0.955793
2.85885  -0.960294
2.87456  -0.964557
2.89027  -0.968583
2.90597  -0.97237
2.92168  -0.975917
2.93739  -0.979223
2.9531  -0.982287
2.96881  -0.985109
2.98451  -0.987688
3.00022  -0.990024
3.01593  -0.992115
3.03164  -0.993961
3.04734  -0.995562
3.06305  -0.996917
3.07876  -0.998027
3.09447  -0.99889
3.11018  -0.999507
3.12588  -0.999877
3.14159  -1
3.1573  -0.999877
3.17301  -0.999507
3.18872  -0.99889
3.20442  -0.998027
3.22013  -0.996917
3.23584  -0.995562
3.25155  -0.993961
3.26726  -0.992115
3.28296  -0.990024
3.29867  -0.987688
3.31438  -0.985109
3.33009  -0.982287
3.3458  -0.979223
3.3615  -0.975917
3.37721  -0.97237
3.39292  -0.968583
3.40863  -0.964557
3.42434  -0.960294
3.44004  -0.955793
3.45575  -0.951057
3.47146  -0.946085
3.48717  -0.940881
3.50288  -0.935444
3.51858  -0.929776
3.53429  -0.92388
3.55  -0.917755
3.56571  -0.911403
3.58142  -0.904827
3.59712  -0.898028
3.61283  -0.891007
3.62854  -0.883766
3.64425  -0.876307
3.65996  -0.868632
3.67566  -0.860742
3.69137  -0.85264
3.70708  -0.844328
3.72279  -0.835807
3.7385  -0.827081
3.7542  -0.81815
3.76991  -0.809017
3.78562  -0.799685
3.80133  -0.790155
3.81704  -0.78043
3.83274  -0.770513
3.84845  -0.760406
3.86416  -0.750111
3.87987  -0.739631
3.89557  -0.728969
3.91128  -0.718126
3.92699  -0.707107
3.9427  -0.695913
3.95841  -0.684547
3.97411  -0.673013
3.98982  -0.661312
4.00553  -0.649448
4.02124  -0.637424
4.03695  -0.625243
4.05265  -0.612907
4.06836  -0.60042
4.08407  -0.587785
4.09978  -0.575005
4.11549  -0.562083
4.13119  -0.549023
4.1469  -0.535827
4.16261  -0.522499
4.17832  -0.509041
4.19403  -0.495459
4.20973  -0.481754
4.22544  -0.46793
4.24115  -0.45399
4.25686  -0.439939
4.27257  -0.425779
4.28827  -0.411514
4.30398  -0.397148
4.31969  -0.382683
4.3354  -0.368125
4.35111  -0.353475
4.36681  -0.338738
4.38252  -0.323917
4.39823  -0.309017
4.41394  -0.29404
4.42965  -0.278991
4.44535  -0.263873
4.46106  -0.24869
4.47677  -0.233445
4.49248  -0.218143
4.50819  -0.202787
4.52389  -0.187381
4.5396  -0.171929
4.55531  -0.156434
4.57102  -0.140901
4.58673  -0.125333
4.60243  -0.109734
4.61814  -0.0941083
4.63385  -0.0784591
4.64956  -0.0627905
4.66527  -0.0471065
4.68097  -0.0314108
4.69668  -0.0157073
4.71239  0
4.7281  0.0157073
4.7438  0.0314108
4.75951  0.0471065
4.77522  0.0627905
4.79093  0.0784591
4.80664  0.0941083
4.82234  0.109734
4.83805  0.125333
4.85376  0.140901
4.86947  0.156434
4.88518  0.171929
4.90088  0.187381
4.91659  0.202787
4.9323  0.218143
4.94801  0.233445
4.96372  0.24869
4.97942  0.263873
4.99513  0.278991
5.01084  0.29404
5.02655  0.309017
5.04226  0.323917
5.05796  0.338738
5.07367  0.353475
5.08938  0.368125
5.10509  0.382683
5.1208  0.397148
5.1365  0.411514
5.15221  0.425779
5.16792  0.439939
5.18363  0.45399
5.19934  0.46793
5.21504  0.481754
5.23075  0.495459
5.24646  0.509041
5.26217  0.522499
5.27788  0.535827
5.29358  0.549023
5.30929  0.562083
5.325  0.575005
5.34071  0.587785
5.35642  0.60042
5.37212  0.612907
5.38783  0.625243
5.40354  0.637424
5.41925  0.649448
5.43496  0.661312
5.45066  0.673013
5.46637  0.684547
5.48208  0.695913
5.49779  0.707107
5.5135  0.718126
5.5292  0.728969
5.54491  0.739631
5.56062  0.750111
5.57633  0.760406
5.59203  0.770513
5.60774  0.78043
5.62345  0.790155
5.63916  0.799685
5.65487  0.809017
5.67057  0.81815
5.68628  0.827081
5.70199  0.835807
5.7177  0.844328
5.73341  0.85264
5.74911  0.860742
5.76482  0.868632
5.78053  0.876307
5.79624  0.883766
5.81195  0.891007
5.82765  0.898028
5.84336  0.904827
5.85907  0.911403
5.87478  0.917755
5.89049  0.92388
5.90619  0.929776
5.9219  0.935444
5.93761  0.940881
5.95332  0.946085
5.96903  0.951057
5.98473  0.955793
6.00044  0.960294
6.01615  0.964557
6.03186  0.968583
6.04757  0.97237
6.06327  0.975917
6.07898  0.979223
6.09469  0.982287
6.1104  0.985109
6.12611  0.987688
6.14181  0.990024
6.15752  0.992115
6.17323  0.993961
6.18894  0.995562
6.20465  0.996917
6.22035  0.998027
6.23606  0.99889
6.25177  0.999507
6.26748  0.999877
6.28319  1
